scenario,modelID,RMSE,pearsons_r,p_pearsons_r,num_datapoints,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
collision,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_B_collision_per_example_svg_seed_0_1_2.csv,0.04026156765976991,0.049465175574752177,0.5477584825507014,150,SVG,collision,B,VGG,LSTM,,,,VAE,no_collision,2.0,VAE,no_collision,2,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_B_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_C_collision_per_example_svg_seed_0_1_2.csv,0.03496132374825401,0.20986790201033872,0.009948439770899355,150,SVG,collision,C,VGG,LSTM,,,,VAE,no_collision,2.0,VAE,no_collision,2,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_C_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_D_collision_per_example_svg_seed_0_1_2.csv,0.03496132374825401,0.20986790201033872,0.009948439770899355,150,SVG,collision,D,VGG,LSTM,,,,VAE,no_collision,2.0,VAE,no_collision,2,SVG_VGG_2.0_VAE_no_collision_VAE_2_no_collision_readout_D_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_A_collision_per_example_svg_seed_0_1_2.csv,0.033892655587140635,0.3023622388909725,0.00016950663082082994,150,SVG,collision,A,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_A_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_B_collision_per_example_svg_seed_0_1_2.csv,0.03148286127542153,0.2953102587133072,0.000243779514883394,150,SVG,collision,B,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_B_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_C_collision_per_example_svg_seed_0_1_2.csv,0.029603169900391465,0.4178234477084441,1.0385087067223429e-07,150,SVG,collision,C,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_C_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_D_collision_per_example_svg_seed_0_1_2.csv,0.029603169900391465,0.4178234477084441,1.0385087067223429e-07,150,SVG,collision,D,VGG,LSTM,,,,VAE,no_collision,0.0,VAE,no_collision,0,SVG_VGG_0.0_VAE_no_collision_VAE_0_no_collision_readout_D_collision_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
collision,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_collision_FitVid_results.csv,0.03841648556868107,0.4229779833701741,6.954247727875112e-08,150,FitVid,collision,C,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_collision_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
collision,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_collision_FitVid_results.csv,0.027604620246557743,0.6368270944194347,1.961145965595254e-18,150,FitVid,collision,B,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_collision_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
collision,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_collision_FitVid_results.csv,0.03096588440367927,0.6748783457815659,2.8158667012631994e-21,150,FitVid,collision,A,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_collision_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
collision,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_collision_CSWM_results.csv,0.03438516403104451,0.29339147042872904,0.00026868413487079974,150,CSWM,collision,A,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_A_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
collision,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_collision_CSWM_results.csv,0.03623429563807365,0.14506705025029776,0.07652412540453007,150,CSWM,collision,B,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_B_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
collision,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_collision_CSWM_results.csv,0.0358238805608859,0.14885349069029677,0.06906925669231372,150,CSWM,collision,C,CSWM encoder,CSWM dynamics,,,,Contrastive,all,0.0,Contrastive,all,0,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_all_readout_C_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_Contrastive_0_same,Neither,Neither,True,False,NA,all,all,same
collision,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_A_collision_CSWM_results.csv,0.03862518391701827,0.09487586435211899,0.2481420747400301,150,CSWM,collision,A,CSWM encoder,CSWM dynamics,,,,Contrastive,collision,0.0,Contrastive,collision,0,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_A_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
collision,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_B_collision_CSWM_results.csv,0.03748446057454098,-0.02458306917938497,0.765240425201102,150,CSWM,collision,B,CSWM encoder,CSWM dynamics,,,,Contrastive,collision,0.0,Contrastive,collision,0,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_B_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
collision,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_C_collision_CSWM_results.csv,0.03866001738092573,-0.03389187999640898,0.6805336851868037,150,CSWM,collision,C,CSWM encoder,CSWM dynamics,,,,Contrastive,collision,0.0,Contrastive,collision,0,CSWM_CSWM encoder_0.0_Contrastive_collision_Contrastive_0_collision_readout_C_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_same_Contrastive_0_same,Neither,Neither,True,False,NA,same,same,same
collision,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_A_collision_CSWM_results.csv,0.032282286654785344,0.3139740429990472,9.129871759989711e-05,150,CSWM,collision,A,CSWM encoder,CSWM dynamics,,,,Contrastive,no_collision,0.0,Contrastive,no_collision,0,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_A_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_B_collision_CSWM_results.csv,0.03335995246115211,0.1457251909216363,0.07518364656309721,150,CSWM,collision,B,CSWM encoder,CSWM dynamics,,,,Contrastive,no_collision,0.0,Contrastive,no_collision,0,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_B_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_C_collision_CSWM_results.csv,0.03516621899018654,0.11270810390695231,0.16968431249964983,150,CSWM,collision,C,CSWM encoder,CSWM dynamics,,,,Contrastive,no_collision,0.0,Contrastive,no_collision,0,CSWM_CSWM encoder_0.0_Contrastive_no_collision_Contrastive_0_no_collision_readout_C_collision_CSWM_results.csv,CSWM_CSWM encoder_0.0_Contrastive_all_but_this_Contrastive_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_collision_DEITFrozenLSTM_results.csv,0.036665959366252325,0.48767888000773935,2.459886261851213e-10,150,DEITFrozenLSTM,collision,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_collision_DEITFrozenLSTM_results.csv,0.04258777985054008,0.27550381271831775,0.0006442337009754242,150,DEITFrozenLSTM,collision,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_collision_DEITFrozenLSTM_results.csv,0.04289209141914239,0.27011838986164655,0.0008289263285646572,150,DEITFrozenLSTM,collision,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_DEITFrozenLSTM_results.csv,0.03680387270332931,0.48475428163577156,3.2590430605026484e-10,150,DEITFrozenLSTM,collision,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_DEITFrozenLSTM_results.csv,0.0401828415579113,0.2966053686786956,0.00022820038469048104,150,DEITFrozenLSTM,collision,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_DEITFrozenLSTM_results.csv,0.04212767032051533,0.28457432428145335,0.0004164799798145532,150,DEITFrozenLSTM,collision,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_DEITFrozenLSTM_results.csv,0.036665959366252325,0.48767888000773935,2.459886261851213e-10,150,DEITFrozenLSTM,collision,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_DEITFrozenLSTM_results.csv,0.042067331234908266,0.29452521886630023,0.000253697773433109,150,DEITFrozenLSTM,collision,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
collision,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_DEITFrozenLSTM_results.csv,0.04289209141914239,0.27011838986164655,0.0008289263285646572,150,DEITFrozenLSTM,collision,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_collision_DEITFrozenMLP_results.csv,0.03680387270332931,0.48475428163577156,3.2590430605026484e-10,150,DEITFrozenMLP,collision,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_collision_DEITFrozenMLP_results.csv,0.04455553760773079,0.25329234607678147,0.0017636225372609964,150,DEITFrozenMLP,collision,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_collision_DEITFrozenMLP_results.csv,0.04212767032051533,0.28457432428145335,0.0004164799798145532,150,DEITFrozenMLP,collision,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_DEITFrozenMLP_results.csv,0.036665959366252325,0.48767888000773935,2.459886261851213e-10,150,DEITFrozenMLP,collision,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_A_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_DEITFrozenMLP_results.csv,0.04272590932379051,0.2916550221444462,0.00029323671005890425,150,DEITFrozenMLP,collision,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_B_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_DEITFrozenMLP_results.csv,0.04289209141914239,0.27011838986164655,0.0008289263285646572,150,DEITFrozenMLP,collision,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_collision_readout_C_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_DEITFrozenMLP_results.csv,0.036665959366252325,0.48767888000773935,2.459886261851213e-10,150,DEITFrozenMLP,collision,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_A_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_DEITFrozenMLP_results.csv,0.0429438102169649,0.2954637614816642,0.00024188273136807126,150,DEITFrozenMLP,collision,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_B_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
collision,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_DEITFrozenMLP_results.csv,0.04289209141914239,0.27011838986164655,0.0008289263285646572,150,DEITFrozenMLP,collision,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_collision,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_collision_readout_C_collision_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_collision_OP3_results.csv,0.04940586807435546,-0.032100624887986436,0.6965643500748143,150,OP3,collision,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_collision_OP3_results.csv,0.04937891273717235,0.018880554541349653,0.8186165977817437,150,OP3,collision,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_collision_OP3_results.csv,0.04972951699916056,-0.00731880261949807,0.9291709241309529,150,OP3,collision,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_A_collision_OP3_results.csv,0.04945437372546605,0.0182836560216949,0.8242567131597743,150,OP3,collision,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,collision,0.0,Image Reconstruction,collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_A_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_B_collision_OP3_results.csv,0.050659515900555924,-0.03571843714457578,0.6643329608491448,150,OP3,collision,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,collision,0.0,Image Reconstruction,collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_B_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_C_collision_OP3_results.csv,0.050181459887648175,-0.04289483470085068,0.6022292201359913,150,OP3,collision,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,collision,0.0,Image Reconstruction,collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_collision_Image Reconstruction_0_collision_readout_C_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_A_collision_OP3_results.csv,0.050231233751288594,-0.015260090983825586,0.8529588440586755,150,OP3,collision,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_collision,0.0,Image Reconstruction,no_collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_A_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_B_collision_OP3_results.csv,0.05029844444848578,-0.024472988210353062,0.7662612946408578,150,OP3,collision,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_collision,0.0,Image Reconstruction,no_collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_B_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_C_collision_OP3_results.csv,0.05124851080027872,-0.03720763568171113,0.6512379563710196,150,OP3,collision,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_collision,0.0,Image Reconstruction,no_collision,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_collision_Image Reconstruction_0_no_collision_readout_C_collision_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
collision,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_GNS-ransac_results.csv,0.02848451574878507,0.7133032266310206,1.2973885292723031e-24,150,GNS-ransac,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,collision,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
collision,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_GNS-ransac_results.csv,0.030004275134248345,0.6809931025935163,8.968722846050485e-22,150,GNS-ransac,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
collision,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_no_collision_readout_B_collision_GNS-ransac_results.csv,0.028765313965972764,0.7113994519637514,1.9551149629194855e-24,150,GNS-ransac,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_collision,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_no_collision_readout_B_collision_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
collision,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_GNS_results.csv,0.02652482269503546,0.7549956670465837,6.475297669102051e-29,150,GNS,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,collision,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_collision_readout_B_collision_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
collision,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_GNS_results.csv,0.029671507718740966,0.6877987009879077,2.4285240555305938e-22,150,GNS,collision,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_collision_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
